Date,Currency,Pair,Open,High,Low,Close,Volume
2024-07-08 00:00:00+01:00,NOK,NOK/USD,0.094666488468647,0.09506498277187347,0.09438272565603256,0.094666488468647,0
2024-07-09 00:00:00+01:00,NOK,NOK/USD,0.09432921558618546,0.09479023516178131,0.09405417740345001,0.09432921558618546,0
2024-07-10 00:00:00+01:00,NOK,NOK/USD,0.09431719779968262,0.09443468600511551,0.09316521883010864,0.09431719779968262,0
2024-07-11 00:00:00+01:00,NOK,NOK/USD,0.09335552155971527,0.09392450004816055,0.09251806885004044,0.09335552155971527,0
2024-07-12 00:00:00+01:00,NOK,NOK/USD,0.09334427118301392,0.09364864975214005,0.09286249428987503,0.09334427118301392,0
2024-07-15 00:00:00+01:00,NOK,NOK/USD,0.09311766922473907,0.09323105216026306,0.09261120110750198,0.09311766922473907,0
2024-07-16 00:00:00+01:00,NOK,NOK/USD,0.0925523191690445,0.09263891726732254,0.09219623357057571,0.0925523191690445,0
2024-07-17 00:00:00+01:00,NOK,NOK/USD,0.09283482283353806,0.09341690689325333,0.09249787032604218,0.09283482283353806,0
2024-07-18 00:00:00+01:00,NOK,NOK/USD,0.09333181381225586,0.0934145525097847,0.0927359014749527,0.09333181381225586,0
2024-07-19 00:00:00+01:00,NOK,NOK/USD,0.0925227701663971,0.09283775836229324,0.0916329100728035,0.0925227701663971,0
2024-07-22 00:00:00+01:00,NOK,NOK/USD,0.09192206710577011,0.09199056774377823,0.09087001532316208,0.09192206710577011,0
2024-07-23 00:00:00+01:00,NOK,NOK/USD,0.09126394242048264,0.09134981036186218,0.09049511700868607,0.09126394242048264,0
2024-07-24 00:00:00+01:00,NOK,NOK/USD,0.09076831489801407,0.09156686812639236,0.09027592837810516,0.09076831489801407,0
2024-07-25 00:00:00+01:00,NOK,NOK/USD,0.09069637209177017,0.09105221182107925,0.08979659527540207,0.09069637209177017,0
2024-07-26 00:00:00+01:00,NOK,NOK/USD,0.090705007314682,0.09169667959213257,0.09064210951328278,0.090705007314682,0
2024-07-29 00:00:00+01:00,NOK,NOK/USD,0.09085457772016525,0.09135640412569046,0.09049495309591293,0.09087109565734863,0
2024-07-30 00:00:00+01:00,NOK,NOK/USD,0.09092222899198532,0.09131836146116257,0.09074830263853073,0.09092222899198532,0
2024-07-31 00:00:00+01:00,NOK,NOK/USD,0.09136132895946503,0.09188558906316757,0.09122231602668762,0.09136132895946503,0
2024-08-01 00:00:00+01:00,NOK,NOK/USD,0.09176138788461685,0.09234335273504257,0.09160957485437393,0.09176138788461685,0
2024-08-02 00:00:00+01:00,NOK,NOK/USD,0.09130769222974777,0.09176425635814667,0.09070887416601181,0.09130769222974777,0
2024-08-05 00:00:00+01:00,NOK,NOK/USD,0.09127235412597656,0.09158750623464584,0.08986777067184448,0.09127235412597656,0
2024-08-06 00:00:00+01:00,NOK,NOK/USD,0.09093637019395828,0.09184212237596512,0.09055936336517334,0.09093637019395828,0
2024-08-07 00:00:00+01:00,NOK,NOK/USD,0.09177317470312119,0.09306221455335617,0.0915360301733017,0.09177317470312119,0
2024-08-08 00:00:00+01:00,NOK,NOK/USD,0.0924157202243805,0.092926524579525,0.09184237569570541,0.0924157202243805,0
2024-08-09 00:00:00+01:00,NOK,NOK/USD,0.0922928974032402,0.09310154616832733,0.0921514630317688,0.0922928974032402,0
2024-08-12 00:00:00+01:00,NOK,NOK/USD,0.09249299019575119,0.09294146299362183,0.09248674660921097,0.09249299019575119,0
2024-08-13 00:00:00+01:00,NOK,NOK/USD,0.09259285032749176,0.09299557656049728,0.09244894981384277,0.09259285032749176,0
2024-08-14 00:00:00+01:00,NOK,NOK/USD,0.09325557202100754,0.09415947645902634,0.09302888065576553,0.09325557202100754,0
